4,88
4,89
4,90
4,91
4,92
4,94
4,98
4,99
4,101
4,104
5,129
5,137
5,164
5,178
5,180
5,188
5,198
5,204
6,108
6,112
6,122
6,168
6,183
6,195
7,124
7,129
8,191
9,106
9,107
9,177
9,179
10,123
10,135
10,136
10,138
10,144
10,152
10,154
10,155
10,161
10,186
10,188
11,116
11,175
11,184
12,113
12,118
12,134
12,142
12,160
12,165
12,172
12,176
12,181
12,182
12,197
12,202
13,106
13,124
13,139
13,161
13,179
13,201
14,129
14,131
14,152
14,156
14,168
15,191
15,196
15,202
16,120
16,134
16,146
16,152
16,153
16,165
16,169
16,183
16,197
17,113
17,147
17,159
17,164
17,181
17,183
17,185
17,188
17,192
17,198
18,106
18,116
18,141
18,143
18,145
18,165
18,167
18,182
18,183
18,202
19,129
19,145
19,147
19,150
19,152
19,159
19,203
20,127
20,134
20,161
20,187
21,110
21,136
21,155
21,197
22,154
22,203
23,113
23,120
23,131
23,151
24,177
24,185
24,190
24,198
25,154
25,171
26,118
26,162
26,179
26,189
27,108
27,162
28,120
28,170
28,178
29,109
29,122
29,129
29,184
30,114
30,120
31,117
31,136
31,167
31,201
32,110
32,112
32,115
32,127
32,140
32,178
33,105
33,113
33,117
33,126
33,141
33,155
33,176
33,184
34,119
34,167
34,169
34,204
35,107
35,125
35,142
35,143
35,178
35,199
36,129
36,132
36,157
36,181
36,197
36,200
37,112
37,116
37,124
37,169
37,171
38,134
38,165
39,105
39,166
39,167
40,111
40,116
40,153
41,136
41,148
41,201
42,181
42,193
42,199
43,123
43,124
43,125
43,135
43,157
43,164
43,166
43,174
44,105
44,125
44,175
44,176
44,190
45,123
45,143
45,157
45,185
45,202
46,117
46,136
46,137
46,163
46,193
46,196
46,198
47,176
47,186
47,202
47,203
48,125
48,144
48,158
48,177
48,199
49,151
49,179
50,110
50,135
51,112
51,115
51,123
51,128
51,130
51,188
51,192
51,193
52,106
52,140
52,146
53,114
53,156
53,169
53,170
53,182
54,109
54,130
54,171
54,187
55,105
55,140
55,143
55,162
55,163
55,166
55,197
56,106
56,111
56,159
56,170
57,124
57,126
58,109
58,117
58,137
58,141
58,154
58,203
58,204
59,126
59,173
59,175
59,186
59,190
59,191
60,128
60,137
60,165
60,177
60,202
61,114
61,131
61,158
61,167
62,112
62,113
63,111
63,143
63,166
63,170
63,172
63,188
64,108
64,141
64,150
64,192
65,105
65,115
65,133
65,173
65,181
66,121
66,176
66,182
66,186
66,203
67,184
67,185
67,196
67,198
68,130
68,139
68,163
68,184
68,192
68,193
68,200
69,157
69,177
69,179
69,180
69,191
70,105
70,135
70,142
70,145
70,172
71,123
71,139
71,143
71,149
71,152
71,178
71,183
71,184
72,107
72,109
72,138
72,156
72,161
72,171
72,174
72,187
73,128
73,133
73,154
73,176
74,123
74,131
74,177
74,182
74,189
74,203
75,132
75,133
75,162
75,169
75,185
75,191
76,125
77,140
77,142
77,150
77,156
77,158
77,166
77,171
77,188
77,194
78,118
78,119
78,153
78,162
79,119
79,139
79,189
79,191
79,192
80,134
80,142
80,148
80,174
80,190
80,194
80,195
80,200
81,112
81,133
81,135
81,149
81,151
81,180
81,194
81,195
82,129
82,156
82,166
82,170
82,171
82,192
82,202
83,139
83,140
83,159
83,190
84,112
84,153
84,169
85,116
86,132
86,149
86,167
87,160
87,173
88,134
88,167
88,172
88,174
89,121
89,130
89,146
89,151
89,189
89,194
89,201
90,119
90,128
90,130
90,160
90,174
90,185
90,191
91,121
91,141
91,144
91,178
91,183
92,116
92,152
92,178
92,198
93,130
93,147
93,153
93,168
94,115
94,119
94,180
95,115
95,116
95,122
95,124
95,125
95,127
95,128
95,189
96,136
96,169
97,162
97,165
97,203
98,107
98,113
98,117
98,118
98,124
98,140
98,179
98,183
98,186
99,108
99,130
99,132
99,146
99,153
99,158
100,108
100,109
100,119
100,120
100,138
100,187
101,140
101,172
101,197
102,122
102,148
102,161
102,164
102,177
103,106
103,108
103,125
103,171
103,175
104,120
104,142
104,172
104,188
104,194
