5.0,3.0,0.0,2.0,3.0,-2.520761804384989,-1.4706115487292721,4.587946570411705,2.0,2.0,2.0,,,,,,,,,,,,
8.0,3.0,0.0,2.0,3.0,4.270851042281029,3.0382118276766503,4.022248059182597,2.0,2.0,2.0,,,,,,,,,,,,
13.0,3.0,0.0,1.0,3.0,4.435963924870535,4.467109353679853,3.6411961137923674,2.0,2.0,2.0,,,,,,,,,,,,
14.0,3.0,0.0,3.0,4.0,2.5487035865616394,2.6923562691694607,-1.1256831271257028,2.0,2.0,2.0,,,,,,,,,,,,
15.0,3.0,0.0,2.0,3.0,2.255563347716887,-1.5060510873780513,4.017073184286991,2.0,1.0,2.0,,,,,,,,,,,,
17.0,3.0,0.0,3.0,4.0,-1.3957008033039613,4.380386029459707,-1.6932973864692151,2.0,2.0,2.0,,,,,,,,,,,,
18.0,3.0,0.0,1.0,4.0,2.1824943864314106,-2.4299163508836257,4.443401958816345,2.0,1.0,2.0,,,,,,,,,,,,
19.0,3.0,0.0,2.0,3.0,4.011720512347672,-4.262321764993015,4.52707707430279,2.0,2.0,2.0,,,,,,,,,,,,
21.0,3.0,0.0,1.0,3.0,4.55866753213591,-1.6642164122807461,4.403674732906829,2.0,2.0,1.0,,,,,,,,,,,,
22.0,3.0,0.0,1.0,2.0,-4.913872521856487,-1.0675682918314147,2.8128826516938994,2.0,2.0,2.0,,,,,,,,,,,,
23.0,3.0,0.0,1.0,2.0,1.0211186892746351,4.35673708421044,1.2492639108527763,2.0,2.0,2.0,,,,,,,,,,,,
24.0,3.0,0.0,1.0,2.0,2.054669946964142,-4.089464850698551,4.048340557236223,2.0,2.0,1.0,,,,,,,,,,,,
26.0,3.0,0.0,2.0,4.0,2.4882535117044475,4.864882807678713,3.86210978337757,2.0,2.0,2.0,,,,,,,,,,,,
27.0,3.0,0.0,1.0,4.0,1.3899784522328775,2.8110938375069074,4.839484513560033,2.0,2.0,2.0,,,,,,,,,,,,
29.0,3.0,0.0,2.0,4.0,2.2950959170344265,-3.7168825080355936,4.92594652479408,2.0,2.0,2.0,,,,,,,,,,,,
30.0,3.0,0.0,1.0,3.0,-4.237407174190941,4.276010622854971,2.9099071864587924,2.0,2.0,2.0,,,,,,,,,,,,
31.0,3.0,0.0,1.0,3.0,3.3888869119026603,1.1511516851869024,1.4616849115317043,2.0,2.0,2.0,,,,,,,,,,,,
32.0,3.0,0.0,2.0,3.0,3.9779529143665404,2.241350431897393,-3.3171916592344726,1.0,2.0,2.0,,,,,,,,,,,,
33.0,3.0,0.0,1.0,3.0,4.243002573296227,3.7141293755105953,4.554502050436915,2.0,2.0,2.0,,,,,,,,,,,,
38.0,3.0,0.0,1.0,3.0,-4.418144250205373,3.384065409181788,-2.510167019784148,1.0,2.0,1.0,,,,,,,,,,,,
39.0,3.0,0.0,1.0,3.0,-3.4867422201366627,3.3678679810054315,4.182645060674382,2.0,2.0,2.0,,,,,,,,,,,,
40.0,3.0,0.0,1.0,3.0,1.5088116952769548,2.5702694906869428,-1.8400480239557906,2.0,1.0,2.0,,,,,,,,,,,,
41.0,3.0,0.0,3.0,4.0,3.830848114045321,1.8076425727691472,1.8406659827159135,2.0,2.0,2.0,,,,,,,,,,,,
46.0,3.0,0.0,2.0,4.0,2.7904758515616317,4.916222033420531,4.617591514161745,1.0,2.0,2.0,,,,,,,,,,,,
48.0,3.0,0.0,1.0,3.0,4.015546928880534,4.069174226052908,2.212402843781468,2.0,2.0,2.0,,,,,,,,,,,,
52.0,3.0,0.0,2.0,4.0,2.8495188118205377,-4.9960457189508585,4.858878768506175,2.0,2.0,2.0,,,,,,,,,,,,
